Value.id,Value.name
5430,Potatoes(6)
5432,Potatoes(7)
5434,Potatoes(8)
5436,Potatoes(9)
5438,Potatoes(10)
5440,Onions(1)
5442,Onions(2)
5444,Onions(3)
5446,Onions(4)
5448,Onions(5)
5450,Onions(6)
5452,Onions(7)
5454,Onions(8)
5456,Onions(9)
5458,Onions(10)
5460,Cabbages(1)
5462,Cabbages(2)
5464,Cabbages(3)
5466,Cabbages(4)
5468,Cabbages(5)
5470,Cabbages(6)
5472,Cabbages(7)
5474,Cabbages(8)
5476,Cabbages(9)
5478,Cabbages(10)
5480,Apple seedling
5481,Banana seedling
5482,Orange seedling
5483,Curry seedling
5484,Pineapple seedling
5485,Papaya seedling
5486,Palm seedling
5487,Calquat seedling
5488,Apple seedling (w)
5489,Banana seedling (w)
5490,Orange seedling (w)
5491,Curry seedling (w)
5492,Pineapple seedling (w)
5493,Papaya seedling (w)
5494,Palm seedling (w)
5495,Calquat seedling (w)
5496,Apple sapling
5497,Banana sapling
5498,Orange sapling
5499,Curry sapling
5500,Pineapple sapling
5501,Papaya sapling
5502,Palm sapling
5503,Calquat sapling
5504,Strawberry
5506,Old man's message
5507,Strange book
5508,Book of folklore
5509,Small pouch
5510,Medium pouch
5511,Medium pouch
5512,Large pouch
5513,Large pouch
5514,Giant pouch
5515,Giant pouch
5516,Elemental talisman
5518,Scrying orb
5520,Abyssal book
5521,Binding necklace
5523,Tiara mould
5525,Tiara
5527,Air tiara
5529,Mind tiara
5531,Water tiara
5533,Body tiara
5535,Earth tiara
5537,Fire tiara
5539,Cosmic tiara
5541,Nature tiara
5543,Chaos tiara
5545,Law tiara
5547,Death tiara
5553,Rogue top
5554,Rogue mask
5555,Rogue trousers
5556,Rogue gloves
5557,Rogue boots
5558,Rogue kit
5560,Stethoscope
5561,Mystic jewel
5562,Gear
5563,Gear
5564,Gear
5565,Gear
5566,Gear
5567,Gear
5572,Dial
5574,Initiate sallet
5575,Initiate hauberk
5576,Initiate cuisse
5577,Cupric sulfate
5578,Acetic acid
5579,Gypsum
5580,Sodium chloride
5581,Nitrous oxide
5582,Vial of liquid
5583,Tin ore powder
5584,Cupric ore powder
5585,Bronze key
5586,Metal spade
5588,Alchemical notes
5589,??? mixture
5590,??? mixture
5591,??? mixture
5592,Tin
5604,Magnet
5606,Makeover voucher
5610,Hourglass
5614,Magic carpet
5615,Bonemeal
5616,Bronze arrow(p+)
5617,Iron arrow(p+)
5618,Steel arrow(p+)
5619,Mithril arrow(p+)
5620,Adamant arrow(p+)
5621,Rune arrow(p+)
5622,Bronze arrow(p++)
5623,Iron arrow(p++)
5624,Steel arrow(p++)
5625,Mithril arrow(p++)
5626,Adamant arrow(p++)
5627,Rune arrow(p++)
5628,Bronze dart(p+)
5629,Iron dart(p+)
5630,Steel dart(p+)
5631,Black dart(p+)
5632,Mithril dart(p+)
5633,Adamant dart(p+)
5634,Rune dart(p+)
5635,Bronze dart(p++)
5636,Iron dart(p++)
5637,Steel dart(p++)
5638,Black dart(p++)
5639,Mithril dart(p++)
5640,Adamant dart(p++)
5641,Rune dart(p++)
5642,Bronze javelin(p+)
5643,Iron javelin(p+)
5644,Steel javelin(p+)
5645,Mithril javelin(p+)
5646,Adamant javelin(p+)
5647,Rune javelin(p+)
5648,Bronze javelin(p++)
5649,Iron javelin(p++)
5650,Steel javelin(p++)
5651,Mithril javelin(p++)
5652,Adamant javelin(p++)
5653,Rune javelin(p++)
5654,Bronze knife(p+)
5655,Iron knife(p+)
5656,Steel knife(p+)
5657,Mithril knife(p+)
5658,Black knife(p+)
5659,Adamant knife(p+)
5660,Rune knife(p+)
5661,Bronze knife(p++)
5662,Iron knife(p++)
5663,Steel knife(p++)
5664,Mithril knife(p++)
5665,Black knife(p++)
5666,Adamant knife(p++)
5667,Rune knife(p++)
5668,Iron dagger(p+)
5670,Bronze dagger(p+)
5672,Steel dagger(p+)
5674,Mithril dagger(p+)
5676,Adamant dagger(p+)
5678,Rune dagger(p+)
5680,Dragon dagger(p+)
5682,Black dagger(p+)
5684,Poison dagger(p+)
5686,Iron dagger(p++)
5688,Bronze dagger(p++)
5690,Steel dagger(p++)
5692,Mithril dagger(p++)
5694,Adamant dagger(p++)
5696,Rune dagger(p++)
5698,Dragon dagger(p++)
5700,Black dagger(p++)
5702,Poison dagger(p++)
5704,Bronze spear(p+)
5706,Iron spear(p+)
5708,Steel spear(p+)
5710,Mithril spear(p+)
5712,Adamant spear(p+)
5714,Rune spear(p+)
5716,Dragon spear(p+)
5718,Bronze spear(p++)
5720,Iron spear(p++)
5722,Steel spear(p++)
5724,Mithril spear(p++)
5726,Adamant spear(p++)
5728,Rune spear(p++)
5730,Dragon spear(p++)
5734,Black spear(p+)
5736,Black spear(p++)
5739,Asgarnian ale(m)
5741,Mature wmb
5743,Greenman's ale(m)
5745,Dragon bitter(m)
5747,Dwarven stout(m)
5749,Moonlight mead(m)
5751,Axeman's folly
5753,Axeman's folly(m)
5755,Chef's delight
5757,Chef's delight(m)
5759,Slayer's respite
5761,Slayer's respite(m)
5763,Cider
5765,Mature cider
5767,Ale yeast
5769,Calquat keg
5771,Dwarven stout(1)
5773,Dwarven stout(2)
5775,Dwarven stout(3)
5777,Dwarven stout(4)
5779,Asgarnian ale(1)
5781,Asgarnian ale(2)
5783,Asgarnian ale(3)
5785,Asgarnian ale(4)
5787,Greenmans ale(1)
5789,Greenmans ale(2)
5791,Greenmans ale(3)
5793,Greenmans ale(4)
5795,Mind bomb(1)
5797,Mind bomb(2)
5799,Mind bomb(3)
5801,Mind bomb(4)
5803,Dragon bitter(1)
5805,Dragon bitter(2)
5807,Dragon bitter(3)
5809,Dragon bitter(4)
5811,Moonlight mead(1)
5813,Moonlight mead(2)
5815,Moonlight mead(3)
5817,Moonlight mead(4)
5819,Axeman's folly(1)
5821,Axeman's folly(2)
5823,Axeman's folly(3)
5825,Axeman's folly(4)
5827,Chef's delight(1)
5829,Chef's delight(2)
5831,Chef's delight(3)
5833,Chef's delight(4)
5835,Slayer's respite(1)
5837,Slayer's respite(2)
5839,Slayer's respite(3)
5841,Slayer's respite(4)
5843,Cider(1)
5845,Cider(2)
5847,Cider(3)
5849,Cider(4)
5851,Dwarven stout(m1)
5853,Dwarven stout(m2)
5855,Dwarven stout(m3)
5857,Dwarven stout(m4)
5859,Asgarnian ale(m1)
5861,Asgarnian ale(m2)
5863,Asgarnian ale(m3)
5865,Asgarnian ale(m4)
5867,Greenmans ale(m1)
5869,Greenmans ale(m2)
5871,Greenmans ale(m3)
5873,Greenmans ale(m4)
5875,Mind bomb(m1)
5877,Mind bomb(m2)
5879,Mind bomb(m3)
5881,Mind bomb(m4)
5883,Dragon bitter(m1)
5885,Dragon bitter(m2)
5887,Dragon bitter(m3)
5889,Dragon bitter(m4)
5891,Moonlight mead(m1)
5893,Moonlight mead(m2)
5895,Moonlight mead(m3)
5897,Moonlight mead(m4)
5899,Axeman's folly(m1)
5901,Axeman's folly(m2)
5903,Axeman's folly(m3)
5905,Axeman's folly(m4)
5907,Chef's delight(m1)
5909,Chef's delight(m2)
5911,Chef's delight(m3)
5913,Chef's delight(m4)
5915,Slayer's respite(m1)
5917,Slayer's respite(m2)
5919,Slayer's respite(m3)
5921,Slayer's respite(m4)
5923,Cider(m1)
5925,Cider(m2)
5927,Cider(m3)
5929,Cider(m4)
5931,Jute fibre
5933,Willow branch
5935,Coconut milk
5936,Weapon poison+ (unf)
5937,Weapon poison(+)
5939,Weapon poison++ (unf)
5940,Weapon poison(++)
5942,Antidote+ (unf)
5943,Antidote+(4)
5945,Antidote+(3)
5947,Antidote+(2)
5949,Antidote+(1)
5951,Antidote++ (unf)
5952,Antidote++(4)
5954,Antidote++(3)
5956,Antidote++(2)
5958,Antidote++(1)
5960,Tomatoes(1)
5962,Tomatoes(2)
5964,Tomatoes(3)
5966,Tomatoes(4)
5968,Tomatoes(5)
5970,Curry leaf
5972,Papaya fruit
5974,Coconut
5976,Half coconut
5978,Coconut shell
5980,Calquat fruit
5982,Watermelon
5984,Watermelon slice
5986,Sweetcorn
5988,Cooked sweetcorn
5990,Burnt sweetcorn
5992,Apple mush
5994,Hammerstone hops
5996,Asgarnian hops
5998,Yanillian hops
6000,Krandorian hops
6002,Wildblood hops
6004,Mushroom
6006,Barley
6008,Barley malt
6010,Marigolds
6012,Nasturtiums
6014,Rosemary
6016,Cactus spine
6018,Poison ivy berries
6020,Leaves
6022,Leaves
6024,Leaves
6026,Leaves
6028,Leaves
6030,Leaves
6032,Compost
6034,Supercompost
6036,Plant cure
6038,Magic string
6040,Amulet of nature
6041,Pre-nature amulet
6043,Oak roots
6045,Willow roots
6047,Maple roots
6049,Yew roots
6051,Magic roots
6055,Weeds
6057,Hay sack
6059,Scarecrow
6061,Bronze bolts (p+)
6062,Bronze bolts (p++)
6064,Bloody mourner top
6065,Mourner top
6066,Ripped mourner trousers
6067,Mourner trousers
6068,Mourner gloves
6069,Mourner boots
6070,Mourner cloak
6071,Mourner letter
6072,Tegid's soap
6073,Prifddinas' history
6075,Eastern discovery
6077,Eastern settlement
6079,The great divide
6081,Broken device
6083,Tarnished key
6084,Worn key
6086,Blue dye bellows
6087,Yellow dye bellows
6088,Green dye bellows
6090,Red toad
6091,Yellow toad
6093,Rotten apples
6094,Apple barrel
6095,Naphtha apple mix
6096,Toxic naphtha
6097,Sieve
6098,Toxic powder
6099,Teleport crystal (4)
6100,Teleport crystal (3)
6101,Teleport crystal (2)
6102,Teleport crystal (1)
6104,New key
6106,Ghostly boots
6107,Ghostly robe
6109,Ghostly hood
6110,Ghostly gloves
6111,Ghostly cloak
6112,Kelda seed
6113,Kelda hops
6118,Kelda stout
6119,Square stone
6120,Square stone
6121,Letter
6125,Enchanted lyre(2)
6126,Enchanted lyre(3)
6127,Enchanted lyre(4)
6128,Rock-shell helm
6129,Rock-shell plate
6130,Rock-shell legs
6131,Spined helm
6133,Spined body
6135,Spined chaps
6137,Skeletal helm
6139,Skeletal top
6141,Skeletal bottoms
6143,Spined boots
6145,Rock-shell boots
6147,Skeletal boots
6149,Spined gloves
6151,Rock-shell gloves
6153,Skeletal gloves
6155,Dagannoth hide
6157,Rock-shell chunk
6159,Rock-shell shard
6161,Rock-shell splinter
6163,Skull piece
6165,Ribcage piece
6167,Fibula piece
6169,Circular hide
6171,Flattened hide
6173,Stretched hide
6178,Raw pheasant
6180,Lederhosen top
6181,Lederhosen shorts
6182,Lederhosen hat
6183,Frog token
6184,Prince tunic
6185,Prince leggings
6186,Princess blouse
6187,Princess skirt
6188,Frog mask
6199,Mystery box
6211,Teak pyre logs
6213,Mahogany pyre log
6235,Broodoo shield
6257,Broodoo shield
6279,Broodoo shield
6281,Thatch spar light
6283,Thatch spar med
6285,Thatch spar dense
6287,Snake hide
6289,Snakeskin
6291,Spider carcass
6293,Spider on stick
6295,Spider on shaft
6297,Spider on stick
6299,Spider on shaft
6301,Burnt spider
6303,Spider on shaft
6305,Skewer stick
6306,Trading sticks
6311,Gout tuber
6313,Opal machete
6315,Jade machete
6317,Red topaz machete
6319,Proboscis
6322,Snakeskin body
6324,Snakeskin chaps
6326,Snakeskin bandana
6328,Snakeskin boots
6330,Snakeskin vambraces
6332,Mahogany logs
6333,Teak logs
6335,Tribal mask
6337,Tribal mask
6339,Tribal mask
6341,Tribal top
6343,Villager robe
6345,Villager hat
6347,Villager armband
6349,Villager sandals
6351,Tribal top
6353,Villager robe
6355,Villager hat
6357,Villager sandals
6359,Villager armband
6361,Tribal top
6363,Villager robe
6365,Villager hat
6367,Villager sandals
6369,Villager armband
6371,Tribal top
6373,Villager robe
6375,Villager hat
6377,Villager sandals
6379,Villager armband
6382,Fez
6384,Desert top
6386,Desert robes
6388,Desert top
6390,Desert legs
6392,Menaphite purple hat
6394,Menaphite purple top
6396,Menaphite purple robe
6398,Menaphite purple kilt
6400,Menaphite red hat
6402,Menaphite red top
6404,Menaphite red robe
6406,Menaphite red kilt
6408,Oak blackjack(o)
6410,Oak blackjack(d)
6412,Willow blackjack(o)
6414,Willow blackjack(d)
6416,Maple blackjack
6418,Maple blackjack(o)
6420,Maple blackjack(d)
6448,Spadeful of coke
6452,Mage arena cape
6453,White rose seed
6454,Red rose seed
6455,Pink rose seed
6456,Vine seed
6457,Delphinium seed
6458,Orchid seed
6459,Orchid seed
6460,Snowdrop seed
6461,White tree shoot
6463,White tree shoot (w)
6464,White tree sapling
6465,Ring of charos(a)
6467,Rune dust
6469,White tree fruit
6470,Compost potion(4)
6472,Compost potion(3)
6474,Compost potion(2)
6476,Compost potion(1)
6479,List
6522,Toktz-xil-ul
6523,Toktz-xil-ak
6524,Toktz-ket-xil
6525,Toktz-xil-ek
6526,Toktz-mej-tal
6527,Tzhaar-ket-em
6528,Tzhaar-ket-om
6529,Tokkul
6541,Mouse toy
6544,Catspeak amulet(e)
6545,Chores
6546,Recipe
6547,Doctor's hat
6548,Nurse hat
6549,Lazy cat
6550,Lazy cat
6551,Lazy cat
6552,Lazy cat
6553,Lazy cat
6554,Lazy cat
6555,Wily cat
6556,Wily cat
6557,Wily cat
6558,Wily cat
6559,Wily cat
6560,Wily cat
6562,Mud battlestaff
6563,Mystic mud staff
6568,Obsidian cape
6570,Fire cape
6571,Uncut onyx
6573,Onyx
6575,Onyx ring
6577,Onyx necklace
6579,Onyx amulet (u)
6581,Onyx amulet
6583,Ring of stone
6585,Amulet of fury
6587,White claws
6589,White battleaxe
6591,White dagger
6593,White dagger(p)
6595,White dagger(p+)
6597,White dagger(p++)
6599,White halberd
6601,White mace
6603,White magic staff
6605,White sword
6607,White longsword
6609,White 2h sword
6611,White scimitar
6613,White warhammer
6615,White chainbody
6617,White platebody
6619,White boots
6621,White med helm
6623,White full helm
6625,White platelegs
6627,White plateskirt
6629,White gloves
6631,White sq shield
6633,White kiteshield
6635,Commorb
6636,Solus's hat
6638,Colour wheel
6639,Hand mirror
6648,Item list
6649,Edern's journal
6650,Blackened crystal
6651,Newly made crystal
6652,Newly made crystal
6653,Crystal trinket
6654,Camo top
6655,Camo bottoms
6656,Camo helmet
6662,Broken fishing rod
6663,Forlorn boot
6664,Fishing explosive
6665,Mudskipper hat
6666,Flippers
6667,Empty fishbowl
6668,Fishbowl
6669,Fishbowl
6670,Fishbowl
6671,Fishbowl
6672,Fishbowl
6673,Fishbowl and net
6674,Tiny net
6675,An empty box
6677,Guam in a box
6679,Seaweed in a box
6681,Ground guam
6683,Ground seaweed
6685,Saradomin brew(4)
6687,Saradomin brew(3)
6689,Saradomin brew(2)
6691,Saradomin brew(1)
6693,Crushed nest
6696,Ice cooler
6697,Pat of butter
6699,Burnt potato
6701,Baked potato
6703,Potato with butter
6705,Potato with cheese
6707,Camulet
6708,Slayer gloves
6710,Blindweed seed
6711,Blindweed
6712,Bucket of water
6713,Wrench
6714,Holy wrench
6715,Sluglings
6718,Fever spider body
6719,Unsanitary swill
6721,Rusty scimitar
6722,Zombie head
6724,Seercull
6728,Bonemeal
6729,Dagannoth bones
6731,Seers ring
6733,Archers ring
6735,Warrior ring
6737,Berserker ring
6739,Dragon axe
6745,Silverlight
6746,Darklight
6747,Demonic sigil mould
6748,Demonic sigil
6749,Demonic tome
6750,Black desert shirt
6752,Black desert robe
6754,Enchanted key
6755,Journal
6756,Letter
6758,Scroll
6759,Chest
6760,Guthix mjolnir
6762,Saradomin mjolnir
6764,Zamorak mjolnir
6766,Cat antipoison
6767,Book
6768,Poisoned cheese
6769,Music scroll
6770,Directions
6771,Pot of weeds
6772,Smouldering pot
6773,Rat pole
6785,Statuette
6786,Robe of elidinis
6787,Robe of elidinis
6788,Torn robe
6789,Torn robe
6790,Shoes
6791,Sole
6792,Ancestral key
6793,Ballad
6794,Choc-ice
6798,Earth warrior champion scroll
6799,Ghoul champion scroll
6800,Giant champion scroll
6801,Goblin champion scroll
6802,Hobgoblin champion scroll
6803,Imp champion scroll
6804,Jogre champion scroll
6805,Lesser demon champion scroll
6806,Skeleton champion scroll
6807,Zombie champion scroll
6809,Granite legs
6810,Bonemeal
6812,Wyvern bones
6814,Fur
6817,Slender blade
6818,Bow-sword
6821,Orb
6856,Bobble hat
6857,Bobble scarf
6858,Jester hat
6859,Jester scarf
6860,Tri-jester hat
6861,Tri-jester scarf
6862,Woolly hat
6863,Woolly scarf
6865,Blue marionette
6866,Green marionette
6867,Red marionette
6883,Peach
6889,Mage's book
6891,Arena book
6898,Cylinder
6899,Cube
6900,Icosahedron
6901,Pentamid
6902,Orb
6908,Beginner wand
6910,Apprentice wand
6912,Teacher wand
6914,Master wand
6916,Infinity top
6918,Infinity hat
6920,Infinity boots
6922,Infinity gloves
6924,Infinity bottoms
6945,Sandy hand
6946,Beer soaked hand
6947,Bert's rota
6948,Sandy's rota
6949,A magic scroll
6952,Truth serum
6953,Bottled water
6954,Redberry juice
6955,Pink dye
6956,Rose tinted lens
6957,Wizard's head
6958,Sand
6959,Pink cape
6961,Baguette
6962,Triangle sandwich
6963,Roll
6965,Square sandwich
6966,Prison key
6970,Pyramid top
6971,Sandstone (1kg)
6973,Sandstone (2kg)
6975,Sandstone (5kg)
6977,Sandstone (10kg)
6979,Granite (500g)
6981,Granite (2kg)
6983,Granite (5kg)
6985,Sandstone (20kg)
6986,Sandstone (32kg)
6987,Sandstone body
6988,Sandstone base
6989,Stone head
6990,Stone head
6991,Stone head
6992,Stone head
6993,Z sigil
6994,M sigil
6995,R sigil
6996,K sigil
6997,Stone left arm
6998,Stone right arm
6999,Stone left leg
7000,Stone right leg
7001,Camel mould (p)
7003,Camel mask
7051,Unlit bug lantern
7053,Lit bug lantern
7054,Chilli potato
7056,Egg potato
7058,Mushroom potato
7060,Tuna potato
7062,Chilli con carne
7064,Egg and tomato
7066,Mushroom & onion
7068,Tuna and corn
7070,Minced meat
7072,Spicy sauce
7074,Chopped garlic
7076,Uncooked egg
7078,Scrambled egg
7080,Sliced mushrooms
7082,Fried mushrooms
7084,Fried onions
7086,Chopped tuna
7088,Sweetcorn
7090,Burnt egg
7092,Burnt onion
7094,Burnt mushroom
7108,Gunpowder
7109,Fuse
7110,Stripy pirate shirt
7112,Pirate bandana
7114,Pirate boots
7116,Pirate leggings
7118,Canister
7121,Repair plank
7122,Stripy pirate shirt
7124,Pirate bandana
7126,Pirate leggings
7128,Stripy pirate shirt
7130,Pirate bandana
7132,Pirate leggings
7134,Stripy pirate shirt
7136,Pirate bandana
7138,Pirate leggings
7140,Lucky cutlass
7141,Harry's cutlass
7142,Rapier
7144,Book o' piracy
7146,Broken cannon
7157,Braindeath 'rum'
7158,Dragon 2h sword
7159,Insulated boots
7162,Pie recipe book
7164,Part mud pie
7166,Part mud pie
7168,Raw mud pie
7170,Mud pie
7172,Part garden pie
7174,Part garden pie
7176,Raw garden pie
7178,Garden pie
7180,Half a garden pie
7182,Part fish pie
7184,Part fish pie
7186,Raw fish pie
7188,Fish pie
7190,Half a fish pie
7192,Part admiral pie
7194,Part admiral pie
7196,Raw admiral pie
7198,Admiral pie
7200,Half an admiral pie
7202,Part wild pie
7204,Part wild pie
7206,Raw wild pie
7208,Wild pie
7210,Half a wild pie
7212,Part summer pie
7214,Part summer pie
7216,Raw summer pie
7218,Summer pie
7220,Half a summer pie
7222,Burnt rabbit
7223,Roast rabbit
7224,Skewered rabbit
7225,Iron spit
7230,Skewered chompy
7269,Challenge scroll (hard)
7319,Red boater
7321,Orange boater
7323,Green boater
7325,Blue boater
7327,Black boater
7329,Red firelighter
7330,Green firelighter
7331,Blue firelighter
7332,Black shield (h1)
7334,Adamant shield (h1)
7336,Rune shield (h1)
7338,Black shield (h2)
7340,Adamant shield (h2)
7342,Rune shield (h2)
7344,Black shield (h3)
7346,Adamant shield (h3)
7348,Rune shield (h3)
7350,Black shield (h4)
7352,Adamant shield (h4)
7354,Rune shield (h4)
7356,Black shield (h5)
7358,Adamant shield (h5)
7360,Rune shield (h5)
7362,Studded body (g)
7364,Studded body (t)
7366,Studded chaps (g)
7368,Studded chaps (t)
7370,Green d'hide body (g)
7372,Green d'hide body (t)
7374,Blue d'hide body (g)
7376,Blue d'hide body (t)
7378,Green d'hide chaps (g)
7380,Green d'hide chaps (t)
7382,Blue d'hide chaps (g)
7384,Blue d'hide chaps (t)
7386,Blue skirt (g)
7388,Blue skirt (t)
7390,Blue wizard robe (g)
7392,Blue wizard robe (t)
7394,Blue wizard hat (g)
7396,Blue wizard hat (t)
7398,Enchanted robe
7399,Enchanted top
7400,Enchanted hat
7404,Red logs
7405,Green logs
7406,Blue logs
7408,Draynor skull
7409,Magic secateurs
7410,Queen's secateurs
7411,Symptoms list
7416,Mole claw
7418,Mole skin
7421,Fungicide spray 10
7432,Fungicide
7433,Wooden spoon
7435,Egg whisk
7437,Spork
7439,Spatula
7441,Frying pan
7443,Skewer
7445,Rolling pin
7447,Kitchen knife
7449,Meat tenderiser
7451,Cleaver
7453,Hardleather gloves
7454,Bronze gloves
7455,Iron gloves
7456,Steel gloves
7457,Black gloves
7458,Mithril gloves
7459,Adamant gloves
7460,Rune gloves
7461,Dragon gloves
7464,Book on chickens
7465,Vanilla pod
7468,Pot of cornflour
7470,Cornflour mixture
7471,Milky mixture
7472,Cinnamon
7473,Brulee
7477,Evil chicken's egg
7478,Dragon token
7479,Spicy stew
7480,Red spice (4)
7481,Red spice (3)
7482,Red spice (2)
7483,Red spice (1)
7484,Orange spice (4)
7485,Orange spice (3)
7486,Orange spice (2)
7487,Orange spice (1)
7488,Brown spice (4)
7489,Brown spice (3)
7490,Brown spice (2)
7491,Brown spice (1)
7492,Yellow spice (4)
7493,Yellow spice (3)
7494,Yellow spice (2)
7495,Yellow spice (1)
7496,Empty spice shaker
7497,Dirty blast
7499,Evil dave
7508,Asgoldian ale
7509,Dwarven rock cake
7510,Dwarven rock cake
7511,Slop of compromise
7512,Soggy bread
7513,Spicy maggots
7514,Dyed orange
7515,Breadcrumbs
7516,Kelp
7517,Ground kelp
7518,Crab meat
7520,Burnt crab meat
7521,Cooked crab meat
7527,Ground crab meat
7528,Ground cod
7529,Raw fishcake
7530,Cooked fishcake
7531,Burnt fishcake
7532,Mudskipper hide
7534,Fishbowl helmet
7535,Diving apparatus
7536,Fresh crab claw
7537,Crab claw
7538,Fresh crab shell
7539,Crab helmet
7540,Broken crab claw
7541,Broken crab shell
7542,Cake of guidance
7543,Raw guide cake
7544,Enchanted egg
7545,Enchanted milk
7546,Enchanted flour
7566,Raw jubbly
7568,Cooked jubbly
7570,Burnt jubbly
7572,Red banana
7573,Tchiki monkey nuts
7574,Sliced red banana
7575,Tchiki nut paste
7576,Snake corpse
7577,Raw stuffed snake
7578,Odd stuffed snake
7579,Stuffed snake
7580,Snake over-cooked
7581,Overgrown hellcat
7582,Hell cat
7583,Hell-kitten
7584,Lazy hell cat
7585,Wily hellcat
7592,Zombie shirt
7593,Zombie trousers
7594,Zombie mask
7595,Zombie gloves
7596,Zombie boots
7622,Bucket of rubble
7624,Bucket of rubble
7626,Bucket of rubble
7628,Plaster fragment
7629,Dusty scroll
7630,Crate
7632,Temple library key
7633,Ancient book
7634,Battered tome
7635,Leather book
7636,Rod dust
7637,Silvthrill rod
7639,Rod of ivandis (10)
7640,Rod of ivandis (9)
7641,Rod of ivandis (8)
7642,Rod of ivandis (7)
7643,Rod of ivandis (6)
7644,Rod of ivandis (5)
7645,Rod of ivandis (4)
7646,Rod of ivandis (3)
7647,Rod of ivandis (2)
7648,Rod of ivandis (1)
7649,Rod clay mould
7650,Silver dust
7652,Guthix balance (unf)
7660,Guthix balance(4)
7662,Guthix balance(3)
7664,Guthix balance(2)
7666,Guthix balance(1)
7668,Gadderhammer
7678,Prize key
7681,Game book
7688,Kettle
7690,Full kettle
7691,Hot kettle
7759,Toy soldier
7763,Toy doll
7767,Toy mouse
7771,Toy cat
7773,Branch
7774,Reward token
7775,Reward token
7776,Reward token
7777,Long vine
7779,Fishing tome
7780,Fishing tome
7781,Fishing tome
7782,Agility tome
7783,Agility tome
7784,Agility tome
7785,Thieving tome
7786,Thieving tome
7787,Thieving tome
7788,Slayer tome
7789,Slayer tome
7790,Slayer tome
7791,Mining tome
7792,Mining tome
7793,Mining tome
7794,Firemaking tome
7795,Firemaking tome
7796,Firemaking tome
7797,Woodcutting tome
7798,Woodcutting tome
7799,Woodcutting tome
7800,Snail shell
7801,Snake hide
7803,Yin yang amulet
7810,Jug of vinegar
7811,Pot of vinegar
7812,Goblin skull
7813,Bone in vinegar
7814,Goblin skull
7815,Bear ribs
7816,Bone in vinegar
7817,Bear ribs
7818,Ram skull
7819,Bone in vinegar
7820,Ram skull
7821,Unicorn bone
7822,Bone in vinegar
7823,Unicorn bone
7824,Giant rat bone
7825,Bone in vinegar
7826,Giant rat bone
7827,Giant bat wing
7828,Bone in vinegar
7829,Giant bat wing
7830,Wolf bone
7831,Bone in vinegar
7832,Wolf bone
7833,Bat wing
7834,Bone in vinegar
7835,Bat wing
7836,Rat bone
7837,Bone in vinegar
7838,Rat bone
7839,Baby dragon bone
7840,Bone in vinegar
7841,Baby dragon bone
7842,Ogre ribs
7843,Bone in vinegar
7844,Ogre ribs
7845,Jogre bone
7846,Bone in vinegar
7847,Jogre bone
7848,Zogre bone
7849,Bone in vinegar
7850,Zogre bone
7851,Mogre bone
7852,Bone in vinegar
7853,Mogre bone
7854,Monkey paw
7855,Bone in vinegar
7856,Monkey paw
7857,Dagannoth ribs
7858,Bone in vinegar
7859,Dagannoth ribs
7860,Snake spine
7861,Bone in vinegar
7862,Snake spine
7863,Zombie bone
7864,Bone in vinegar
7865,Zombie bone
7866,Werewolf bone
7867,Bone in vinegar
7868,Werewolf bone
7869,Moss giant bone
7870,Bone in vinegar
7871,Moss giant bone
7872,Fire giant bone
7873,Bone in vinegar
7874,Fire giant bone
7875,Ice giant ribs
7876,Bone in vinegar
7877,Ice giant ribs
7878,Terrorbird wing
7879,Bone in vinegar
7880,Terrorbird wing
7881,Ghoul bone
7882,Bone in vinegar
7883,Ghoul bone
7884,Troll bone
7885,Bone in vinegar
7886,Troll bone
7887,Seagull wing
7888,Bone in vinegar
7889,Seagull wing
7890,Undead cow ribs
7891,Bone in vinegar
7892,Undead cow ribs
7893,Experiment bone
7894,Bone in vinegar
7895,Experiment bone
7896,Rabbit bone
7897,Bone in vinegar
7898,Rabbit bone
7899,Basilisk bone
7900,Bone in vinegar
7901,Basilisk bone
7902,Desert lizard bone
7903,Bone in vinegar
7904,Desert lizard bone
7905,Cave goblin skull
7906,Bone in vinegar
7907,Cave goblin skull
7908,Big frog leg
7909,Bone in vinegar
7910,Big frog leg
7911,Vulture wing
7912,Bone in vinegar
7913,Vulture wing
7914,Jackal bone
7915,Bone in vinegar
7916,Jackal bone
7917,Ram skull helm
7918,Bonesack
7919,Bottle of wine
7921,Empty wine bottle
7922,Al kharid flyer
7927,Easter ring
7934,Field ration
7936,Pure essence
7939,Tortoise shell
7941,Iron sheet
7942,Fresh monkfish
7943,Fresh monkfish
7944,Raw monkfish
7946,Monkfish
7948,Burnt monkfish
7950,Bone seeds
7951,Herman's book
7954,Burnt shrimp
7956,Casket
7958,Mining prop
7959,Heavy box
7960,Empty box
7961,Burnt diary
7962,Burnt diary
7963,Burnt diary
7964,Burnt diary
7965,Burnt diary
7968,Scroll
7969,Pulley beam
7970,Long pulley beam
7971,Longer pulley beam
7972,Lift manual
7973,Beam
7975,Crawling hand
7977,Basilisk head
7978,Kurask head
7979,Abyssal head
7980,Kbd heads
7981,Kq head
7982,Stuffed crawling hand
7983,Stuffed cockatrice head
7984,Stuffed basilisk head
7985,Stuffed kurask head
7986,Stuffed abyssal head
7987,Stuffed kbd heads
7988,Stuffed kq head
7989,Big bass
7990,Stuffed big bass
7991,Big swordfish
7992,Stuffed big swordfish
7993,Big shark
